F1,F2,F3,F4,label
0.9095441421284277,0.012227025239027745,0.007445374361563006,-0.04440049784100539,0
-0.5757565151211359,-0.047151346049891706,-0.07330372773985304,-0.030429531307853867,1
0.7659633896798745,-0.07239688372988264,0.6126664068470196,0.07170696237693862,0
-0.707183135946857,0.1158857379873306,0.0005053794132974937,-0.05712598207588955,1
0.4472728079440345,1.0770200113550796,0.1590136057160713,-0.21126137675992737,0
-0.31354919967166933,-0.4640051635810142,0.14678566480294208,0.15497290277711315,1
0.08303341878443665,0.39486589342440087,0.42285114957768816,-0.5174039096070591,0
-0.25020381419339327,-0.6982747827323096,0.6742832025090739,-0.6814481566975553,1
0.9903364879408121,0.6624237529617031,-0.35816939758550814,0.38899245259650783,0
0.8533830178055847,-0.7527568163833724,0.3761368149390196,0.2886435804219328,0
-0.2892153640831207,-0.34752811923304,-0.06934309316130027,0.289878963076523,1
0.9149117017702841,-0.19347250770348082,0.40423400202612686,-0.06323395106454145,0
0.5324449284515028,-0.9368273624855611,-0.2763113418642594,0.16324727778149023,1
1.0346818390000003,0.6955241452713208,-0.2764975971340613,0.5675495181995698,0
0.922913115677797,0.04162205054075174,0.12571038962908376,0.2599131724264411,0
0.27717921284833336,-0.15873600697315376,1.1656145055141254,-0.6736123078423945,0
0.3628930585638713,0.9244901349599912,-0.2474600462435873,-0.03725287755480406,0
0.4603145449669754,-0.18234095658566488,0.5464191996466357,-0.1557689114711951,0
-0.5016748811725948,0.16105393314506444,-0.015616469575367489,-0.25555997667527386,1
0.29033958431186085,0.554067691001447,0.20722760630990955,-0.02469070806199917,0
-0.20335150986733164,0.35627451165966884,-0.6773651464598485,-0.02485847382676351,1
0.15241461664272563,-0.9092895265559826,-0.19092193245517572,0.11307529970015737,1
1.0109775479729584,-0.06752463018834359,0.2603228491287743,0.44660612952873047,0
0.6170589870837453,0.008558022714401037,0.08898825374337899,-0.5114195984822851,0
1.217510083015727,-0.28425610742434354,-0.3286207321964306,-0.21987982664317135,0
0.856739347210801,-0.21271819998067992,0.09876361865491227,-0.4222168951916633,0
0.8196520893834636,-0.23025243226122155,0.3910858630319311,0.15404939547136154,0
-0.6569704310343172,0.1114155671577717,0.05246569312513117,0.044495324054629845,1
0.6292060091644613,-1.118693677750049,-0.48598157007776205,-0.07831086563859965,1
-0.09931413070224086,-0.5172864178591778,-0.1272315485889315,0.33429698475686864,1
0.20651098259802803,-0.6351319375114525,-0.4397570862270552,0.16846676502734786,1
0.5404338931730477,0.7615677067044142,-0.03057922663405537,-0.028640849464645072,0
-0.6439694063128294,-0.14410577852585368,0.20718141080314376,-0.13179220181496906,1
-0.3527344761074811,-0.5826163022773445,0.023370492791837196,0.07998671717328636,1
0.24759996240866,-0.7009899118434548,-0.4455047103786477,-0.2590224341737452,1
-0.2724774949401001,0.021058405134687777,-0.29555505645906455,-0.24280082653489402,1
0.18074830489036417,-0.786396634400431,-0.059186986047672786,-0.09986706399290343,1
0.8516955244407284,-0.18726309269166536,-0.06780715965280298,-0.4968278586612762,0
0.17835107783602008,0.561628251127985,0.15439118143758235,-0.3754099357245164,0
0.9038810399123174,0.3441251930817427,-0.3690624836797275,-0.19954433642543334,0
-0.20139083118779444,0.15051693804265534,-0.09619612597259554,0.2528616154668079,1
0.06952648334586735,-0.49538320264376856,-0.15122275581745592,0.1837447083943152,1
0.07428920432414765,-0.7701725236441654,-0.34192599517078276,0.1208979762414949,1
1.384651013706503,-0.027355662110247314,-0.5201894644285349,0.20764960894968187,0
0.06792841749571929,-0.6287601459297599,0.12083157207291527,0.256222299441213,1
0.47701196691231673,1.1285159839491319,0.09582811797189716,0.08610360988131562,0
-0.4226887029811554,-0.053236721279508625,0.3116061315871217,0.4072693786349741,1
-0.6761085757829762,0.03514677038048414,-0.07357514086845521,-0.22904190495134263,1
0.5013838822994897,0.12192101772061942,0.19258560302997696,-0.5222532630494868,0
-0.6294324381119393,-0.6386280774327158,0.9530792744174311,-0.5344861275457431,1
-0.6298544107822002,0.029396112841645755,0.03725075842041036,0.2077255452925475,1
-0.639476413417997,0.0009688028906249396,0.2290508180753808,0.002808735122332068,1
-0.39831774327786856,-0.3307398841763427,-0.03856510622668961,-0.21969822453050983,1
1.3156806327892183,-0.010679675841947955,-0.41278837090810544,0.15488540332197015,0
0.24468202425940144,-0.017255291591606825,-0.6976251237427801,-0.1741418103928371,1
-0.8487898296614733,-0.09251097244765197,0.3748074100564187,-0.11714735695398092,1
0.9974745437801873,0.37275214193876666,-0.16001485188500267,-0.07585213291748567,0
-0.3347609130819208,0.569586133984529,-0.8541352580713899,-0.0946003854979492,1
-0.039021337372732195,0.03353427423438893,-0.17611428071907997,0.6970820986335748,1
-0.6113933061990349,0.44343528552846945,-0.2907867698923099,-0.09644440190871999,1
-0.9892291141050109,-0.3261790099344053,1.046876490048278,-0.3344080274218105,1
0.7259696023080058,-0.29376396997720844,0.47590791446644876,-0.03582745245530264,0
